PersonID	x	y	Time	Width	Distance	Direction	Depth	Error
0	-0.1480428	-0.02508426	0.6334076	5.731967965	10	370	100	0
0	0.08590902	0.3589267	0.5333862	5.731967965	10	370	100	0
0	0.8797987	0.72372	0.5222931	5.731967965	10	370	100	0
0	-0.1815244	-0.5862857	0.5223846	5.731967965	10	370	100	0
0	0.4979655	0.2938502	0.5223312	5.731967965	10	370	100	0
0	0.333413	-0.02739383	0.6001358	5.731967965	10	370	100	0
0	0.6393109	-0.5541351	0.5555878	5.731967965	10	370	100	0
0	0.8170668	0.182342	0.5889587	5.731967965	10	370	100	0
0	0.1731143	0.4770106	0.6223068	5.731967965	10	370	100	0
0	-0.4405314	0.4015223	0.6112442	5.731967965	10	370	100	0
0	0.1981599	0.2784795	0.6887894	5.731967965	10	370	100	0
0	0.7484844	0.314839	0.6778183	5.731967965	10	370	100	0
0	1.112362	0.3762039	0.5555344	5.731967965	10	370	100	0
0	-0.0662498	-0.1539444	0.6110687	5.731967965	10	370	100	0
0	-0.4076481	0.5048361	0.6443634	5.731967965	10	370	100	0
0	-0.1895566	0.4469359	0.7221375	5.731967965	10	370	100	0
0	-0.2119015	0.2092018	0.7222137	5.731967965	10	370	100	0
0	0.06761942	0.6299884	0.6555176	5.731967965	10	370	100	0
0	0.4539309	-0.05042886	0.5999756	5.731967965	10	370	100	0
0	-0.75598	-0.05400688	0.6222839	5.731967965	10	370	100	0
0	0.4138012	-1.565981	0.5777893	1.909947748	10	270	300	1
0	-0.5416918	-2.245069	0.5666809	1.909947748	10	270	300	1
0	0.1511164	-2.038169	0.5111237	1.909947748	10	270	300	1
0	-0.8178024	-2.247247	0.5112	1.909947748	10	270	300	1
0	-0.08397198	-1.695467	0.5110779	1.909947748	10	270	300	1
0	0.2173557	-1.129865	0.6555939	1.909947748	10	270	300	1
0	0.2345829	-1.437086	0.6112061	1.909947748	10	270	300	1
0	0.2018127	-1.245212	0.5444794	1.909947748	10	270	300	1
0	0.06893635	-0.8055148	0.6000366	1.909947748	10	270	300	0
0	1.038418	-1.485958	0.6000061	1.909947748	10	270	300	1
0	0.8766021	-1.012011	0.5333099	1.909947748	10	270	300	1
0	0.5985384	-1.126049	0.5221252	1.909947748	10	270	300	1
0	0.82191	-1.133669	0.6443787	1.909947748	10	270	300	1
0	0.6345177	-0.9863558	0.5667572	1.909947748	10	270	300	1
0	0.8896236	-0.8137322	0.5332336	1.909947748	10	270	300	1
0	0.6716843	-1.537224	0.5223541	1.909947748	10	270	300	1
0	0.5774012	-1.625219	0.4890442	1.909947748	10	270	300	1
0	0.324729	-1.623774	0.5109863	1.909947748	10	270	300	1
0	0.5856457	-1.394093	0.5222931	1.909947748	10	270	300	1
0	0.4942503	-0.8118063	0.4777985	1.909947748	10	270	300	0
0	1.542035	-0.9346843	0.878006	1.14593469	10	330	500	1
0	0.4480166	-0.1957317	1.088913	1.14593469	10	330	500	0
0	1.151882	0.09908728	0.7224579	1.14593469	10	330	500	1
0	0.1445557	-0.1879287	0.8887787	1.14593469	10	330	500	0
