PersonID	x	y	Time	Width	Distance	Error
0	-0.3492531	0.1884998	1.110962	1.5	40	0
0	0.3400525	0.3676966	1.011154	1.5	40	0
0	-0.602284	-0.2074702	1.100235	1.5	40	0
0	0.0351066	0.7651836	1.011032	1.5	40	1
0	0.2432048	0.0682822	1.04451	1.5	40	0
0	-0.4370658	-0.04189118	1.044586	1.5	40	0
0	0.6339603	-0.09668076	1.066849	1.5	40	0
0	1.177392	0.01101194	1.066742	1.5	40	1
0	0.3315669	-0.1149198	1.155884	1.5	40	0
0	-0.04176333	-0.5678645	1.066437	1.5	40	0
0	0.9883522	0.1973736	0.9555206	1.5	40	1
0	0.1069329	0.1773231	1.044388	1.5	40	0
0	-0.4379135	-0.8647155	1.044861	1.5	40	1
0	0.1452251	-0.5449795	1.155334	1.5	40	0
0	0.6992055	-0.9330302	1.16687	1.5	40	1
0	0.1383337	-0.6923035	1.111191	1.5	40	0
0	0.744067	-0.1002865	1.111191	1.5	40	1
0	0.8224281	-0.1594602	0.9666443	2	30	0
0	0.4031025	-0.7921984	0.9000549	2	30	0
0	0.9444163	-0.6628696	0.955719	2	30	1
0	0.0567552	-0.326868	0.9555969	2	30	0
0	0.5001853	0.4909283	0.8773499	2	30	0
0	0.09852634	0.0994682	0.9215393	2	30	0
0	0.2008471	-0.4370443	0.9450073	2	30	0
0	-0.6643867	0.4057308	1.011444	2	30	0
0	-0.09957792	0.2868319	0.9448547	2	30	0
0	-0.213523	0.04698997	0.9222107	2	30	0
0	0.1688117	0.1219467	1.011261	2	30	0
0	0.9902903	0.03813185	1.011292	2	30	0
0	0.7634029	-0.3546069	0.9667664	2	30	0
0	-0.3118919	0.03898687	0.9776917	2	30	0
0	0.5915399	0.3852114	1.044586	2	30	0
0	0.4200888	-0.3023232	1.0112	2	30	0
0	-0.1855122	-0.6975467	1.000031	2	30	0
0	-0.2597742	-0.6110587	0.9666748	2	30	0
0	0.9953439	-0.3877281	0.9334106	2	30	1
0	-28.94195	-0.1273574	0.2111816	2	30	1
0	2.14234	0.01391675	0.7667999	2	35	1
0	-0.02038855	-0.2607183	0.8112488	2	35	0
0	0.1271732	-0.1932817	0.7668457	2	35	0
0	0.512086	0.3248691	0.822052	2	35	0
0	2.099023	0.2892318	0.7885437	2	35	1
0	-0.20898	1.458036	0.8225403	2	35	1
0	0.8568662	0.5186649	0.8446045	2	35	1
0	0.1091105	0.8671882	0.8334351	2	35	0
0	-0.2892319	-0.5653134	0.9113464	2	35	0
0	0.02600531	0.7386518	0.8665771	2	35	0
0	0.2881447	0.02985038	0.8778381	2	35	0
0	0.5385763	0.3190205	1.011215	2	35	0
0	-0.4852701	-0.4517076	0.9998627	2	35	0
0	-0.4349257	1.106596	1.17804	2	35	1
0	-0.7672418	-0.7204713	1.122467	2	35	1
0	-0.5488374	-0.5298879	1.084991	2	35	0
0	-0.1406277	-1.018562	1.014786	2	35	1
0	-0.1547702	-0.8543226	1.144699	2	35	0
0	0.4526992	0.02624345	1.044449	2	35	0
0	0.2490842	-0.02018655	0.9556885	2	35	0
0	-0.08945838	0.4254105	1.120682	2	40	0
0	-0.1365684	-0.0285848	1.089539	2	40	0
0	-0.4421397	0.3210052	0.9893036	2	40	0
0	0.7146526	0.2945651	0.9447784	2	40	0
0	0.5042939	0.5249573	0.9669037	2	40	0
0	-0.0121395	0.02921474	1.044785	2	40	0
0	-0.7610072	0.03941436	0.8554535	2	40	0
0	0.1477981	0.6064078	1.111191	2	40	0
0	-0.1416093	0.2773945	1.011124	2	40	0
0	0.2994485	-0.3978131	0.900116	2	40	0
0	-0.604898	0.7061406	0.8777618	2	40	0
0	1.451409	-0.4621751	0.8779602	2	40	1
0	0.2341213	-0.07002955	1.199982	2	40	0
0	0.8132429	0.2718343	1.022339	2	40	0
0	-0.4838857	0.6454171	1	2	40	0
0	-0.1853266	-0.6795391	1.022278	2	40	0
0	0.7278747	-0.5263315	0.9778748	2	40	0
0	0.1369604	0.1617567	1.189148	2	40	0
0	-0.5465575	0.8350201	1.188995	2	40	0
0	0.5627005	-0.5033466	0.9665833	2	40	0
0	1.496492	0.5001118	0.8556213	2.5	30	1
0	0.3325753	-0.7946581	0.8556824	2.5	30	0
0	0.6856392	-0.3130724	0.9221191	2.5	30	0
0	0.1575839	-0.2626239	0.9000244	2.5	30	0
0	0.8784747	-0.02671785	0.8778381	2.5	30	0
0	1.013012	0.8437584	0.8444824	2.5	30	1
0	0.7533044	0.726068	0.9778137	2.5	30	0
0	0.4552034	-0.08200631	0.8778992	2.5	30	0
0	0.9091269	-0.02981716	0.9667969	2.5	30	0
0	0.9178256	-0.6418957	0.7999268	2.5	30	0
0	-0.5033263	0.3474918	0.8336182	2.5	30	0
0	1.229298	0.1089903	0.7887878	2.5	30	0
0	0.8154483	0.7525285	0.8222351	2.5	30	0
0	1.08812	-0.06191756	0.8334351	2.5	30	0
0	-0.3318669	-0.2845761	1.000061	2.5	30	0
0	1.588767	-0.03855059	0.8556213	2.5	30	1
0	0.06187551	-0.5799997	0.9335938	2.5	30	0
0	1.070659	-0.6827862	0.7887878	2.5	30	1
0	0.9930193	-1.657776	0.844574	2.5	30	1
0	0.5497587	0.4740926	1.055054	2.5	30	0
0	-0.2082001	0.6287946	0.8557129	2.5	35	0
0	-0.4389657	-0.03871973	0.9555969	2.5	35	0
0	0.3681044	-0.4726691	0.8554382	2.5	35	0
0	0.9648167	0.9975385	0.9778748	2.5	35	1
0	0.2238684	0.05106777	0.8668518	2.5	35	0
0	0.2755278	0.1789235	0.8556213	2.5	35	0
0	0.05783703	0.1594525	0.9444885	2.5	35	0
0	0.637888	-0.1435478	0.8444824	2.5	35	0
0	-0.2798429	0.3584685	0.833374	2.5	35	0
0	0.2261777	-0.1841294	0.7556458	2.5	35	0
0	-0.9103403	0.1895351	0.8779602	2.5	35	0
0	0.724569	-0.7741282	0.8556824	2.5	35	0
0	0.3531264	0.2501191	0.8887634	2.5	35	0
0	1.32044	-0.3996218	0.8556519	2.5	35	1
0	-1.38942	0.05380244	1.111053	2.5	35	1
0	-1.037246	-0.4382227	0.8889465	2.5	35	0
0	0.1592539	-0.4613721	0.9107971	2.5	35	0
0	0.9521238	-0.1062005	0.8885803	2.5	35	0
0	0.2408545	-0.6011543	0.8995361	2.5	35	0
0	0.8783869	-0.638657	0.8448792	2.5	35	0
0	-0.9733961	0.9933406	0.9223022	2.5	40	1
0	-1.031864	-0.1653221	1.110748	2.5	40	0
0	0.3191416	0.4188553	0.9779358	2.5	40	0
0	0.1838862	0.134922	0.978302	2.5	40	0
0	0.2794931	-0.2668922	0.978241	2.5	40	0
0	-0.2030373	0.5152512	1.010956	2.5	40	0
0	-0.07097416	-0.2601155	1.01123	2.5	40	0
0	-0.2705388	-0.7600047	0.9222412	2.5	40	0
0	0.1187176	0.4658589	0.9111938	2.5	40	0
0	0.6773332	-0.4126632	0.8446045	2.5	40	0
0	-0.8759649	0.4723969	0.9999084	2.5	40	0
0	0.3259832	0.1812452	0.9666748	2.5	40	0
0	-0.9637725	0.7837976	0.944458	2.5	40	0
0	0.6012192	-0.6777096	0.9778137	2.5	40	0
0	-1.049478	-0.09487154	1.155518	2.5	40	0
0	-0.6265798	-0.8034003	1.533417	2.5	40	0
0	-0.7669204	0.1337991	1.500122	2.5	40	0
0	-0.4095685	-1.053763	1.221558	2.5	40	0
0	-2.087893	-0.2695083	1.111877	2.5	40	1
0	-0.7967315	0.5658025	1.022369	2.5	40	0
0	0.1065453	-0.004417534	0.8223267	3	30	0
0	0.3441755	0.2105913	0.8112793	3	30	0
0	-0.4029272	-0.2361142	0.7667542	3	30	0
0	0.6785703	0.3671101	0.9888611	3	30	0
0	-1.027536	-0.08186029	0.9111328	3	30	0
0	0.2874734	-0.4624943	0.8334961	3	30	0
0	0.005101193	-0.3629317	0.833374	3	30	0
0	-0.331116	-0.7198588	0.7667847	3	30	0
0	0.8894472	-0.8338148	0.822052	3	30	0
0	-0.1717514	0.3915887	0.8000183	3	30	0
0	0.4246617	-0.5431339	0.8555908	3	30	0
0	0.2993056	0.5122562	0.8448792	3	30	0
0	0.683564	0.2934672	0.7887573	3	30	0
0	1.890511	-0.6907979	0.8445435	3	30	1
0	-0.7093747	-0.4876571	0.8888245	3	30	0
0	-0.677446	-0.6232929	0.8780518	3	30	0
0	0.3849331	0.4593255	0.822052	3	30	0
0	0.7895327	-0.1715153	0.844635	3	30	0
0	-0.6555606	-0.1225806	0.9888916	3	30	0
0	-0.5580617	-0.3738373	1.010956	3	30	0
0	0.2440183	0.5027373	0.910675	3	35	0
0	1.285689	0.1146839	0.8223877	3	35	0
0	1.17747	-0.7708281	0.8889771	3	35	0
0	0.5235362	-0.3427978	0.8335876	3	35	0
0	0.2877841	-0.2792167	0.9446411	3	35	0
0	-0.3098969	0.1308679	0.9333496	3	35	0
0	0.4512124	-0.3302433	0.8667603	3	35	0
0	0.5604991	0.04275024	0.8222046	3	35	0
0	0.5188091	0.02240073	0.8555908	3	35	0
0	0.5994588	-0.1438082	0.8778076	3	35	0
0	-0.07634851	0.1682081	0.955658	3	35	0
0	-0.1059738	0.3908506	0.8001404	3	35	0
0	1.805553	0.804558	0.7992249	3	35	1
0	1.642245	1.767984	0.9216003	3	35	1
0	-0.1668092	0.1560412	0.9451599	3	35	0
0	0.2647214	-0.1879736	0.9893799	3	35	0
0	-0.3362777	-0.9209276	0.9222717	3	35	0
0	0.310084	0.4260079	0.9212036	3	35	0
0	0.1876623	-1.081498	0.8339539	3	35	0
0	-0.3853834	0.3333057	0.9780884	3	35	0
0	-0.4267357	-0.09180749	0.9665527	3	40	0
0	-1.070271	-0.7318659	0.9777527	3	40	0
0	0.01990555	0.3888875	1.044373	3	40	0
0	-0.711545	-0.1504067	1.15564	3	40	0
0	-1.539324	0.5239606	0.9447937	3	40	1
0	-0.2733218	-0.1297071	0.9111938	3	40	0
0	0.7261928	0.3008893	0.9111023	3	40	0
0	-0.04671038	-0.9618237	0.8221741	3	40	0
0	0.6027373	-0.6541723	0.8663635	3	40	0
0	0.5616556	0.6535471	1.011169	3	40	0
0	-0.6750522	0.6534755	1.000153	3	40	0
0	0.4537016	-0.01384636	1.033905	3	40	0
0	0.3657223	-0.06011002	1.06488	3	40	0
0	-0.2782034	0.02529328	1.078491	3	40	0
0	0.3138116	-0.5507441	0.9109497	3	40	0
0	1.538947	0.7673623	0.9785767	3	40	1
0	0.7037802	0.04773021	0.9669495	3	40	0
0	0.6673272	-0.8564497	1.033478	3	40	0
0	-0.3234885	-0.4184102	0.9891968	3	40	0
0	-0.104322	-0.4926254	0.9888	3	40	0
0	1.076796	0.9631452	0.8555603	3.5	30	0
0	-0.3797824	-1.003678	0.8778687	3.5	30	0
0	0.1346414	-0.1796478	0.7110596	3.5	30	0
0	0.2495887	0.4687508	0.7335205	3.5	30	0
0	0.3805778	0.4256985	0.7666016	3.5	30	0
0	-0.5337949	0.01851244	0.73349	3.5	30	0
0	0.9103289	-0.5613154	0.6890564	3.5	30	0
0	-0.2738955	-0.3714591	0.6999207	3.5	30	0
0	-0.1982743	0.07263218	0.7445068	3.5	30	0
0	0.6805528	-0.4691007	0.7112122	3.5	30	0
0	1.161861	0.3266396	0.7202759	3.5	30	0
0	1.102809	-0.3574673	0.7784729	3.5	30	0
0	0.0752693	0.387021	0.7895203	3.5	30	0
0	0.3572419	-1.12261	0.844696	3.5	30	0
0	1.798994	0.0403031	0.7874451	3.5	30	1
0	0.7518278	-0.6340287	0.8007507	3.5	30	0
0	0.6532817	-0.3385199	0.7893982	3.5	30	0
0	0.671997	0.4226621	0.7892456	3.5	30	0
0	-0.8035104	0.9103764	0.8335571	3.5	30	0
0	1.14848	0.1725146	0.7892761	3.5	30	0
0	-0.5294577	0.6994038	0.8335876	3.5	35	0
0	0.1082221	0.2649307	0.8890381	3.5	35	0
0	-0.5574991	1.424172	0.7667542	3.5	35	0
0	0.4203007	-0.3757075	0.8097839	3.5	35	0
0	-1.144402	0.242073	0.7561951	3.5	35	0
0	-31.9784	0.3368597	0.1333618	3.5	35	1
0	1.386755	0.6475384	1.289368	3.5	35	0
0	0.1172609	-0.6341355	0.911377	3.5	35	0
0	0.2431104	-0.000396655	0.7778931	3.5	35	0
0	1.455897	-0.4895644	0.766571	3.5	35	0
0	-0.2090066	1.515336	0.8002014	3.5	35	0
0	-0.06505499	-0.08941346	0.7443542	3.5	35	0
0	-0.841562	0.007648055	0.8001099	3.5	35	0
0	1.833832	0.4560664	0.7778931	3.5	35	1
0	-1.204327	0.1108165	0.8778381	3.5	35	0
0	-0.4432658	-0.780032	0.9776917	3.5	35	0
0	0.4683878	0.1565402	0.8431702	3.5	35	0
0	0.1531456	0.3837765	1.00061	3.5	35	0
0	-0.2541943	-1.053263	0.8893127	3.5	35	0
0	-0.1794097	0.1549702	0.8337097	3.5	35	0
0	-0.2219699	1.736792	0.8115845	3.5	40	1
0	-0.5613957	0.1743323	0.9223022	3.5	40	0
0	0.2829268	0.09671641	0.7889404	3.5	40	0
0	-0.2630846	-0.03619608	0.8556824	3.5	40	0
0	0.7887255	-0.1373393	0.9444885	3.5	40	0
0	-0.7980614	-0.2546966	0.8002014	3.5	40	0
0	-0.5705164	1.204763	0.766571	3.5	40	0
0	1.588078	0.2462771	0.7334595	3.5	40	0
0	0.09622513	0.5289283	0.9338074	3.5	40	0
0	-0.5788361	-0.1255581	0.8884888	3.5	40	0
0	0.702655	0.4988527	0.8996887	3.5	40	0
0	-0.1136796	-0.4910905	0.8892517	3.5	40	0
0	0.2961808	0.264077	0.9111938	3.5	40	0
0	0.515974	-0.7168609	0.9000854	3.5	40	0
0	-0.9597108	-0.02246006	0.9334106	3.5	40	0
0	0.4760671	-1.408365	0.8667297	3.5	40	0
0	-0.2334576	0.06946731	0.9446106	3.5	40	0
0	-0.8724489	-0.5767961	0.9108582	3.5	40	0
0	-1.004379	-0.6578671	0.9556885	3.5	40	0
0	0.4310361	-0.3355493	1.0336	3.5	40	0
0	-0.5177819	0.8756229	0.7556763	4	30	0
0	-0.8492284	0.8347571	0.955719	4	30	0
0	-0.2240824	0.7201536	0.8667603	4	30	0
0	-0.2796312	-0.1446375	0.8667297	4	30	0
0	-0.1534827	0.3451636	0.8667603	4	30	0
0	-0.825932	-0.1571969	0.8889465	4	30	0
0	0.0227837	0.2334727	0.8000183	4	30	0
0	0.368245	-0.4532994	0.8778687	4	30	0
0	0.4759544	-1.201464	0.9222717	4	30	0
0	0.1888885	-0.3353565	0.9334412	4	30	0
0	-0.0493191	0.1567261	0.8222656	4	30	0
0	0.2125158	-0.1879143	0.8444824	4	30	0
0	0.968406	0.6001965	0.8111267	4	30	0
0	0.4677032	0.04856445	0.9110718	4	30	0
0	-0.1214926	0.3414416	0.8777466	4	30	0
0	1.383502	-0.4918595	0.8002014	4	30	0
0	0.01981024	0.7366554	0.855835	4	30	0
0	0.6770424	0.2161742	0.8219299	4	30	0
0	-0.4871157	-0.7833077	0.8667297	4	30	0
0	-0.6052776	-0.1466814	0.7891541	4	30	0
0	-0.4512509	0.5016329	1.067047	4	35	0
0	-0.9106675	0.3660408	0.95578	4	35	0
0	-0.6962174	-0.06603813	0.9111023	4	35	0
0	0.7392296	-0.04865699	0.8779907	4	35	0
0	0.3247859	-1.182337	0.9668884	4	35	0
0	0.02373167	0.507223	1.077789	4	35	0
0	1.218391	0.103895	0.9332275	4	35	0
0	0.2268423	0.4251974	0.8667603	4	35	0
0	-0.9040226	0.2507011	0.8778687	4	35	0
0	0.2288691	-0.284927	0.7112427	4	35	0
0	-1.091178	0.2273945	0.8111267	4	35	0
0	0.8721633	0.05063625	0.8667603	4	35	0
0	0.4154938	-0.2353995	0.8556213	4	35	0
0	1.158419	0.09779107	1.022217	4	35	0
0	-0.3989382	-0.3194209	0.9111633	4	35	0
0	-0.6921569	-0.4712297	0.9890137	4	35	0
0	-0.2050204	-1.096525	0.911377	4	35	0
0	0.8779656	-0.2171355	0.9776001	4	35	0
0	-0.2533658	-1.190717	0.833374	4	35	0
0	1.155432	0.4909991	0.9443665	4	35	0
0	-0.3917581	-0.5273556	0.8554993	4	40	0
0	-0.3170674	-0.5594841	0.9667664	4	40	0
0	-1.460813	0.7632162	0.8334351	4	40	0
0	-0.1003691	-0.1442233	1.033478	4	40	0
0	-3.216637	0.1423269	0.9890137	4	40	1
0	-0.7724783	-0.8617173	1.077789	4	40	0
0	0.42149	-0.2515998	0.9223022	4	40	0
0	-0.5470934	0.257974	0.8998108	4	40	0
0	0.9644037	-0.1516008	1.000153	4	40	0
0	-0.5950825	-0.3475927	0.9777832	4	40	0
0	0.009908163	0.5339574	0.8335266	4	40	0
0	0.103292	-0.001588057	0.8778992	4	40	0
0	-0.7333786	0.5577196	0.9223633	4	40	0
0	0.06298881	0.2718534	0.8886719	4	40	0
0	-0.3408326	0.3026615	0.9333191	4	40	0
0	-0.4098423	0.0558328	1.033661	4	40	0
0	0.4618543	-1.012588	1.022278	4	40	0
0	0.914238	1.080655	1.211182	4	40	0
0	-0.2188269	-0.7646317	0.9778137	4	40	0
0	0.5857041	-0.2348131	0.9446106	4	40	0
0	1.063689	-0.5503941	0.7445679	4.5	30	0
0	-0.9084944	0.1378127	0.8665466	4.5	30	0
0	-0.603093	0.2514128	0.6777344	4.5	30	0
0	0.3795513	0.4762452	0.7223511	4.5	30	0
0	0.8955098	-0.06078815	0.7106934	4.5	30	0
0	-0.3046698	0.3991156	0.6667633	4.5	30	0
0	-1.431944	-0.8117355	0.6555328	4.5	30	0
0	1.406685	0.6615484	0.755722	4.5	30	0
0	-0.2256861	0.7160054	0.7226563	4.5	30	0
0	0.8560066	0.5614982	0.7332153	4.5	30	0
0	1.505618	-0.7756352	0.7222748	4.5	30	0
0	-0.5380937	0.5075099	0.7333527	4.5	30	0
0	1.246148	0.3596505	0.6667328	4.5	30	0
0	1.344227	1.418329	0.8000641	4.5	30	0
0	-0.9593541	-0.7596451	0.7777557	4.5	30	0
0	1.50734	-0.7260256	0.8224792	4.5	30	0
0	0.151044	-0.7413517	0.8222351	4.5	30	0
0	1.397788	-1.118583	0.7445221	4.5	30	0
0	-0.6569843	-0.8553892	0.799942	4.5	30	0
0	0.3412141	-0.1593399	0.7668457	4.5	30	0
0	1.912834	0.2483531	0.7667389	4.5	35	0
0	-0.9038078	-0.1973732	0.7890472	4.5	35	0
0	-0.8204101	0.3052096	0.7668457	4.5	35	0
0	0.255773	-0.3738919	0.7556458	4.5	35	0
0	0.3276154	0.6291895	0.6777802	4.5	35	0
0	-0.4589035	-0.6228141	0.7111206	4.5	35	0
0	-0.3914852	0.7912601	0.6878357	4.5	35	0
0	-0.3019266	0.553346	0.6781464	4.5	35	0
0	0.4760049	-0.5407192	0.8115387	4.5	35	0
0	-0.772023	0.2547881	0.7113342	4.5	35	0
0	-0.09505694	0.1984249	0.7557526	4.5	35	0
0	-0.4932292	-0.134225	0.7000275	4.5	35	0
0	0.1666257	-0.7661008	0.7001038	4.5	35	0
0	-1.167731	-0.7096075	0.6778107	4.5	35	0
0	0.364987	-0.2139048	0.7779236	4.5	35	0
0	0.6246709	-1.657012	0.7667999	4.5	35	0
0	-0.4327868	-1.504638	0.7221375	4.5	35	0
0	2.827676	-1.587963	0.7109528	4.5	35	1
0	-0.9384639	-0.6115274	0.9775696	4.5	35	0
0	0.5580745	-1.293383	0.7335815	4.5	35	0
0	-0.3210953	0.9281126	0.9108887	4.5	40	0
0	-0.1725629	0.4557999	0.8778229	4.5	40	0
0	-0.3365222	0.1030192	0.8445892	4.5	40	0
0	-0.1210666	0.312162	0.8665771	4.5	40	0
0	-0.2793641	-1.258484	0.866684	4.5	40	0
0	-1.110125	-0.06890786	0.8443146	4.5	40	0
0	0.929141	0.8050196	0.7559357	4.5	40	0
0	-2.824574	-1.201966	0.8110962	4.5	40	1
0	-2.061416	0.6350595	0.8223267	4.5	40	0
0	0.6209082	0.6699617	0.7668457	4.5	40	0
0	0.9272999	-0.08209284	0.7999878	4.5	40	0
0	-0.1113914	-0.3722047	0.7888947	4.5	40	0
0	1.256433	0.7294734	0.8333893	4.5	40	0
0	0.2374908	0.4490886	0.8871307	4.5	40	0
0	0.9236115	0.1761864	0.7893372	4.5	40	0
0	0.4247615	-0.03328883	0.8561096	4.5	40	0
0	0.3705147	0.3786475	0.822525	4.5	40	0
0	0.3457119	1.510774	0.8226929	4.5	40	0
0	-0.05781812	-0.04806498	0.8334808	4.5	40	0
0	0.5740869	-0.269673	0.8555908	4.5	40	0
1	-0.5528203	-0.3430869	1.233398	1	30	1
1	1.08898	0.2830955	1.044586	1	30	1
1	0.04129266	1.107519	1.155548	1	30	1
1	0.3628872	0.7938523	0.9669189	1	30	1
1	1.347694	1.463144	1.433258	1	30	1
1	-0.9570771	-1.501297	1.422241	1	30	1
1	0.7562312	0.5204957	1.45575	1	30	1
1	0.8131692	-0.2679628	1.066406	1	30	1
1	0.503299	1.266314	1.367035	1	30	1
1	3.244422	-0.8659781	1.033508	1	30	1
1	-0.7049509	0.4106832	1.633331	1	30	1
1	-0.4023182	0.2078809	1.38913	1	30	0
1	-0.07854797	-0.1987528	1.13324	1	30	0
1	0.3132051	-0.3483132	1.133423	1	30	0
1	0.9348601	0.4660317	0.9556274	1	30	1
1	-1.455064	1.008974	0.9888306	1	30	1
1	0.3757911	-0.5227953	1.044617	1	30	1
1	-0.2510962	0.2413959	1.277588	1	30	0
1	-0.02932355	-0.5279515	1.255798	1	30	1
1	1.201701	3.357877	1.811554	1	30	1
1	-0.2443302	0.837588	1.288879	1	35	1
1	-0.03412579	0.5314742	1.444489	1	35	1
1	-0.2937857	0.9529831	1.544586	1	35	1
1	-0.6221195	-0.04526041	2.211212	1	35	1
1	0.8408842	-0.3009202	1.511353	1	35	1
1	-0.5403624	-0.02838915	1.711182	1	35	1
1	-0.5739954	0.487771	1.477875	1	35	1
1	-1.079493	-0.2320906	1.477875	1	35	1
1	-0.3440031	0.000293168	1.600098	1	35	0
1	1.243036	0.5135185	1.366486	1	35	1
1	1.064539	-0.1972724	1.333435	1	35	1
1	-0.7180589	0.07986008	1.488922	1	35	1
1	-0.04632267	0.341735	1.633667	1	35	0
1	-0.4796464	-0.2378608	1.600159	1	35	1
